投稿日,曲名,ニコニコ,YouTube,出演者,イラスト,本家様,本家制作,今見れる？,備考
2019/03/21,ハローディストピア,nico.ms/sm34815887,https://youtu.be/kMO8nZzO4ZQ?si=KaPuxSGsrlpwVkj5,うらたぬき・志麻,－,nico.ms/sm33260180,まふまふ（鏡見て失神P）,〇,
2019/03/28,映えラヴ,nico.ms/sm34865954,https://youtu.be/m-oBRDh2sVY?si=5paYGtkOEHswBjJa,うらたぬき,－,nico.ms/sm34774615,HoneyWorks,〇,
2019/04/26,乙女解剖,nico.ms/sm35029362,https://youtu.be/2J4sbDe0df0?si=MnUFkhSi75fStVry,うらたぬき,－,nico.ms/sm34470195,DECO*27,〇,
2019/04/27,スーサイドパレヱド,nico.ms/sm35032720,https://youtu.be/udd9gQZ6LK4?si=m5LX_E7-JIJbJ4g3,うらたぬき,－,nico.ms/sm31592413,ユリイ・カノン,〇,
2019/04/28,ライアーダンス,nico.ms/sm35038387,https://youtu.be/mqExAAp-0e4?si=x93i4zyvigE4y5XR,うらたぬき,－,nico.ms/sm28929186,DECO*27,〇,
2019/04/29,ポーカーフェイク,nico.ms/sm35040801,https://youtu.be/SBp_mOAtJFY?si=RhgnlGq2WFczpqUJ,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,RAHWIA,オリジナル曲,奏音69,〇,浦島坂田船アルバム「$HUFFLE」収録曲
2019/04/30,虎視眈々,nico.ms/sm35051141,https://youtu.be/r_nMlyu-ozE?si=yEhP8KdaamoqAHxm,うらたぬき,ここかなた,nico.ms/sm22110492,梅とら,〇,
2019/05/01,妄想感傷代償連盟,nico.ms/sm35059293,https://youtu.be/AJF-bcHP_1Q?si=Mo-Ni3otyUw6sgQZ,うらたぬき,－,nico.ms/sm30067009,DECO*27,〇,
2019/05/02,宇宙戦艦ヤマト,nico.ms/sm35063113,https://youtu.be/QZBX-7jLoZw?si=o2IzVydT_Ypz5XUR,うらたぬき,－,未投稿,宇宙戦艦ヤマト,〇,
2019/05/03,ぼくらのレットイットビー,nico.ms/sm35067876,https://youtu.be/h22DCcAnUas?si=gPU_j8jNkGsbT3rX,うらたぬき,－,nico.ms/sm16844849,HarryP（はりーP）,〇,
2019/05/04,命に嫌われている。,nico.ms/sm35071618,https://youtu.be/oZ5hubIqK_8?si=m9CsVd6jNfGPl4MK,うらたぬき,－,nico.ms/sm31700140,カンザキイオリ,〇,
2019/05/05,いかないで-piamo arrange ver.-,nico.ms/sm35076619,https://youtu.be/C_LDM9VDdsI?si=z9OiMRXW2s7LEwzI,うらたぬき,桐谷,nico.ms/sm22001720,想太,〇,
2019/05/24,"Trip-Trap, Love Trap!!",nico.ms/sm35165618,https://youtu.be/9monUVYnKIM?si=bfLhR7FkqVGzmVXY,うらたぬき・となりの坂田（うらさか）,MACCO,オリジナル曲,Q-MHz,〇,浦島坂田船アルバム「$HUFFLE」収録曲
2019/06/14,ワールドドミネイション,nico.ms/sm35260323,https://youtu.be/QMGvSE9CyaY?si=gWVs1xANbtfcKKzq,ひきフェス2019一同（天月-あまつき-・あほの坂田・あらき・Eve・un:c・うらたぬき・佐香智久（少年T）・志麻・センラ・sou・そらる・nqrse・まふまふ・luz）,たま,オリジナル曲,まふまふ,〇,
2019/06/15,生意気ハニー,nico.ms/sm35266187,https://youtu.be/fbaTLYM5_fY?si=i68H5jny-wt0fh3i,うらたぬき,－,nico.ms/sm35163704,HoneyWorks,〇,録り直し音源
2019/06/25,Gamechanger,nico.ms/sm35312132,https://youtu.be/cNnLPLK22m0?si=0FKVXOKmdqR4_60H,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,はくり,オリジナル曲,堀江晶太,〇,浦島坂田船アルバム「$HUFFLE」収録曲
2019/07/19,花吹雪,nico.ms/sm35420457,https://youtu.be/MjYXxim3PHY?si=cKyRDrp3DtZlT2fB,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,冬臣・MACCO,オリジナル曲,まふまふ,〇,浦島坂田船アルバム「$HUFFLE」収録曲
2019/07/21,ファンサ,nico.ms/sm35430725,https://youtu.be/XPTuff6Lsqo?si=HC9NUXHwKFXU3ObY,うらたぬき・天月-あまつき-,椿つばる,nico.ms/sm35288422,HoneyWorks,〇,
2019/08/05,帝王教育,nico.ms/sm35496665,https://youtu.be/l3no7REQ7Yc?si=7cgLVHBo2TyeZGmE,うらたぬき,－,nico.ms/sm35258454,Omoi,〇,
2019/08/09,誘惑,nico.ms/sm35509406,https://youtu.be/UwV1jqr05qU?si=AGEEHkN_kdYqr3aN,うらたぬき,RAHWIA,オリジナル曲,亜沙,〇,うらたぬきソロアルバム「Unlimited」収録曲
2019/08/16,グッデストルーラー,nico.ms/sm35545986,https://youtu.be/FCiCWblOJto?si=4z2ya0XKL8p1CbMX,うらたぬき,冬臣,オリジナル曲,ナナホシ管弦楽団,〇,うらたぬきソロアルバム「Unlimited」収録曲
2019/08/30,おねがいダーリン,nico.ms/sm35611234,https://youtu.be/wElVjqMvgho?si=EPivujfmg6IILNT4,うらたぬき・nqrse,八三・みず希,nico.ms/sm26099756,ナナホシ管弦楽団,〇,
2019/10/04,Beetle Battle,nico.ms/sm35765180,https://youtu.be/krYWdwYH7Fk?si=s0-g0kzeqDToSTo3,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,月森フユカ,オリジナル曲,halyosy,〇,浦島坂田船アルバム「$HUFFLE」収録曲（一部内容変更）
2019/10/11,好きって言って,nico.ms/sm35799280,https://youtu.be/zgDLHB0Uiww?si=4TEPYsoZmQOTynSX,うらたぬき,－,nico.ms/sm34765145,ちいたな,〇,
2019/10/14,HORRORISM,nico.ms/sm35813604,https://youtu.be/B5uvitYNzoY?si=9hrVilm4zTO6zVTg,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,月森フユカ,オリジナル曲,Junky,〇,
2019/10/18,ハングリー・ゴースト,nico.ms/sm35827128,https://youtu.be/RdPxBp5Xexk?si=Z4Fjjxe6B5KYamaH,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,八三,オリジナル曲,DECO*27,〇,浦島坂田船シングル「Gotcha!!」収録曲
2019/10/18,林檎花火とソーダの海,nico.ms/sm35829036,https://youtu.be/4CZLPWugRTQ?si=z72iez03heoXvLId,うらたぬき,－,nico.ms/sm24205476,まふまふ（鏡見て失神P）,〇,
2019/12/13,リフジンセイロンパ,nico.ms/sm36080043,https://youtu.be/jnr44Hb9x9M?si=2b9mxkL7N7sE4wXD,うらたぬき・まふまふ,狂zip・△○□×,オリジナル曲,まふまふ,〇,
2019/12/14,金星のダンス,nico.ms/sm36084372,https://youtu.be/D9Tc_p8y8XA?si=fDW4J7eLJdZf8SOw,そらる・うらたぬき,はくり,nico.ms/sm33481720,ナユタン星人,〇,そらうら初コラボ
2019/12/16,カレンダーリマインダー,nico.ms/sm36090733,https://youtu.be/kiDTpB5GO3E?si=ruF_lwzbSCZbRgwS,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,GAINAX京都,オリジナル曲,halyosy,〇,TVアニメ「浦島坂田船の日常」オープニングテーマ
2019/12/20,ダークサイドファンタジー,nico.ms/sm36107367,https://youtu.be/8dmaZqm3BG8?si=fmVNNHoSk5zpvTtl,うらたぬき・あほの坂田（うらさか）,八三,オリジナル曲,TAKA3,〇,
2019/12/23,4 REAL IN ACTION!!!!,nico.ms/sm36123115,https://youtu.be/CcXEgyLLozc?si=xWFOwMKdzhLz9xNQ,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,RAHWIA,オリジナル曲,JUON,〇,浦島坂田船シングル「Gotcha!!」収録曲
2020/01/01,奇跡さえも,nico.ms/sm36168934,https://youtu.be/Mofv56BBCos?si=71YH37sIfQBKwifZ,うらたぬき,－,nico.ms/sm34873394,Omoi,〇,
2020/01/10,ベノム,nico.ms/sm36207483,https://youtu.be/vF40o6ScqAc?si=OtdzY9ciJwbNdbDh,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,のう,nico.ms/sm33624822,かいりきベア,〇,
2020/01/17,失敗作少女,nico.ms/sm36235710,https://youtu.be/Idim2C5KFPI?si=ckmlFNLrPzI91SS3,うらたぬき,－,nico.ms/sm26885931,かいりきベア,〇,
2020/02/07,Burn it down,nico.ms/sm36327624,https://youtu.be/B_cfl1JVipY?si=BkcNHb_90K-C39FV,うらたぬき・志麻,夏生,オリジナル曲,ヒロイズム、take4,〇,
2020/02/08,ホワイトハッピー,nico.ms/sm36335467,https://youtu.be/LStn_jxP0ZI?si=WF6rB_whY4AWy664,うらたぬき,－,nico.ms/sm31485619,MARETU,〇,
2020/02/19,花や、花,nico.ms/sm36389252,https://youtu.be/FlvsZ0TN_e4?si=eSCva_gm846qdODb,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,MACCO,オリジナル曲,鳥屋茶房,〇,
2020/02/21,花魁俺嵐コンフュージョン,nico.ms/sm36398129,https://youtu.be/ee1Hi-r04Dw?si=wb2GgjZ_WNYN1nUN,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,月森フユカ,オリジナル曲,Q-MHz,〇,
2020/02/28,決戦スピリット,nico.ms/sm36432667,https://youtu.be/k4TImS4I_fg?si=qauvncrQ99FRgEsp,うらたぬき feat.浦島坂田船,－,nico.ms/sm36420308,HoneyWorks,〇,
2020/03/06,ニビイロドロウレ,nico.ms/sm36468708,https://youtu.be/MEneMAzSa9w?si=oD7nJX3Z_MkVnauf,うらたぬき・センラ（裏千家）,－,nico.ms/sm34393059,ツミキ,〇,
2020/03/14,吉原ラメント,nico.ms/sm36510648,https://youtu.be/oG-oNCJJ4zo?si=nihE-bGxYz9wfFXD,浦島坂田船（うらたぬき・志麻・あほの坂田・センラ）,シア,nico.ms/sm18395392,小山野,〇,
2020/03/14,ヴィラン,nico.ms/sm36511541,https://youtu.be/86obEYuJnq0?si=0D5276ijHi5gBSLR,うらたぬき,－,nico.ms/sm36332327,てにをは,〇,
2020/04/18,アンヘル,nico.ms/sm36698489,https://youtu.be/GdK7JNxdSzI?si=DBXGwiKmc-_nLjLp,うらたぬき,－,nico.ms/sm34871494,かいりきベア,〇,
2020/05/01,Booo!,nico.ms/sm36777932,https://youtu.be/pr682QiueXE?si=2xeTmkP2iuXHoHJU,うらたぬき,－,nico.ms/sm34067662,西沢さんP,〇,
2020/05/02,アンドロイドガール,nico.ms/sm36784378,https://youtu.be/Uqr2suHLcj4?si=dphJG1741x6eHXNB,うらたぬき,－,nico.ms/sm35070488,DECO*27,〇,
2020/05/03,フラジール,nico.ms/sm36791044,https://youtu.be/uR9cOJX5sMk?si=dvVXxdQs8z6gHfs8,うらたぬき,－,nico.ms/sm29610327,ぬゆり,〇,
2020/05/04,威風堂々,nico.ms/sm36798981,https://youtu.be/yVOq2wWBKUU?si=P6UVx68RyGr3eHpE,うらたぬき,ここかなた,nico.ms/sm19233263,梅とら,〇,
2020/05/05,カンタレラ,nico.ms/sm36805057,https://youtu.be/6qSSa30t2P4?si=L8V5qdbkeK0B57OC,うらたぬき,ここかなた,nico.ms/sm2393562,黒うさP,〇,
2020/05/06,コールボーイ,nico.ms/sm36811568,https://youtu.be/EP7L-biqj0Q?si=Ocix2J85P-ruigjN,うらたぬき,－,nico.ms/sm34963017,syudou,〇,
2020/05/18,花鳥風月,nico.ms/sm36877758,https://youtu.be/9v2tMW7CLMA?si=6lV795smRHB4_MM1,うらたぬき,－,nico.ms/sm31108946,まふまふ,〇,浦島坂田船オリジナル曲
2020/05/29,Here We Are,nico.ms/sm36900845,https://youtu.be/Ia5Q19SX5sQ?si=-urXariuIvPQjgC6,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,みっ君,オリジナル曲,ヒロイズム,〇,うらたぬき2019ソロアルバム「Unlimited」収録曲
2020/05/31,携帯恋話,nico.ms/sm36956557,https://youtu.be/6UfgI_JLAzc?si=oJbzovE6LXgEXpbk,うらたぬき,－,nico.ms/sm36903498,まふまふ,〇,
2020/06/06,自堕落,nico.ms/sm36987117,https://youtu.be/6IEuiQSonzA?si=pv5Ond9BIX_y7yf8,うらたぬき,－,nico.ms/sm36823780,こめだわら,〇,
2020/06/09,おどりゃんせ,nico.ms/sm37003824,https://youtu.be/VOcsKPrbCK8?si=acWdPZhEMWEPxENO,うらたぬき・あほの坂田（うらさか）,－,nico.ms/sm29911405,ユリイ・カノン,〇,
2020/07/03,ボッカデラベリタ,nico.ms/sm37127544,https://youtu.be/2xQSAcjJdbY?si=WAN4Edqk1dRhGnH4,うらたぬき,－,nico.ms/sm36731216,柊キライ,〇,
2020/07/10,大喝采,－,https://youtu.be/sxfEBWSjEuA?si=KJNxL15yXNgNkZV9,うらたぬき・センラ（裏千家）,八三,オリジナル曲,ナナホシ管弦楽団,〇,
2020/07/11,エバ,nico.ms/sm37174106,https://youtu.be/JPxjJ5uiHQM?si=gjUeSphcbHrsGpuS,うらたぬき,－,nico.ms/sm36165193,柊キライ,〇,
2020/07/17,オートファジー,nico.ms/sm37201504,https://youtu.be/q_aYZYxULvM?si=lo9k0BqQ2kj3rcF_,うらたぬき,－,nico.ms/sm35562199,柊キライ,〇,
2020/07/23,スカーレ,nico.ms/sm37229772,https://youtu.be/r2yeX-KMOqI?si=VFRHffId1neHch1L,うらたぬき,のう,オリジナル曲,かいりきベア,〇,うらたぬきソロアルバム「date.」収録曲
2020/07/25,かっこよくなりたい【可愛くなりたい-another story-】,nico.ms/sm37229772,https://youtu.be/Sk00fKIq0ts?si=uDNkAgMcNcSOWjDG,うらたぬき,－,https://youtu.be/7yZw-J8ynnQ?si=vP0NI1LrSfoXSt0W,HoneyWorks,〇,
2020/08/09,ハロライン-Arrange ver.-,nico.ms/sm37321274,https://youtu.be/JyUJx7iifok?si=akXY6CGEyrLOvIhx,うらたぬき,さとこう,nico.ms/sm20650726,たるとP,〇,
2020/08/10,KING,nico.ms/sm37332045,https://youtu.be/Q0YEnWHP4-k?si=QCTz4jm7euY3lORn,うらたぬき,－,nico.ms/sm37287661,Kanaria,〇,
2020/08/28,1％の恋人,nico.ms/sm37429449,https://youtu.be/SamwTDIzQAg?si=iSpZzObBTYzNETud,うらたぬき,－,nico.ms/sm37354592,HoneyWorks,〇,
2020/09/01,ダーリンダンス,nico.ms/sm37453373,https://youtu.be/e54v-Uduer0?si=hzoxCe_VHuu675P6,うらたぬき,－,nico.ms/sm37441963,かいりきベア,〇,
2020/09/10,ネロイズム,nico.ms/sm37497469,https://youtu.be/aES-gLK323M?si=GwmfKTxcvtlDGMsj,うらたぬき,－,nico.ms/sm37467621,かいりきベア,〇,
2020/09/28,RAINBOW,－,https://youtu.be/pBvekCbrP74?si=JkDk5dG_yiD-05Go,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,－,オリジナル曲,ヒロイズム,〇,浦島坂田船アルバム「RAINBOW」収録曲
2020/10/03,YELLOW FINEST,－,https://youtu.be/YwJeQ1FgCCw?si=22-BSS5TGFjdA5HI,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,－,オリジナル曲,TAKAROT,〇,浦島坂田船アルバム「RAINBOW」収録曲
2020/10/04,アルティメット,nico.ms/sm37621137,https://youtu.be/Pu0dQG_Dq0c?si=6QwINHIqC7UBmVDo,うらたぬき,－,nico.ms/sm34074975,*Luna,〇,
2020/10/17,立ち入り禁止,－,https://youtu.be/8vrfFeVthjI?si=Hr-1TMI1-sjW2fOS,うらたぬき,－,https://youtu.be/6IKqsDuUqWw?si=Kf-0h0YLUfKeX1Z-,まふまふ,〇,浦島坂田船歌ってみたツアー
2020/10/22,夜に駆ける,nico.ms/sm37705892,https://youtu.be/EwjkMUbns4U?si=tHzvo71weyekA51Q,うらたぬき,－,nico.ms/sm35979548,YOASOBI,〇,
2020/10/24,Bad Monster,－,https://youtu.be/v5WjwH5p1nA?si=ys4vD0vHXJUn14SG,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,RAHWIA,オリジナル曲,梅とら,〇,
2020/10/31,SPOOKY MAGICAL NIGHT,－,https://youtu.be/asYfnVDGPbk?si=i9j4jfjKE8gwRYaS,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,月森フユカ,オリジナル曲,Junky,〇,
2020/11/15,VS,－,https://youtu.be/TfCCulIRxtA?si=u1oiU5nfhPLaLeQt,うらたぬき・となりの坂田（うらさか）,MACCO,オリジナル曲,TAKE,〇,浦島坂田船アルバム「RAINBOW」収録曲
2020/11/22,愚かなオルカ,－,https://youtu.be/vLkL0SNCKgA?si=fHCWyP7cYl0SIyqi,うらたぬき,RAHWIA,オリジナル曲,halyosy,〇,うらたぬきソロアルバム「date.」収録曲
2020/11/27,ホエールホール,－,https://youtu.be/QhObEaSHJWQ?si=T5txr1aqC-gMI81A,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,夏生,オリジナル曲,halyosy,〇,浦島坂田船アルバム「RAINBOW」収録曲
2020/12/01,微笑、香り、君と僕を繋ぐ,－,https://youtu.be/lgGhQT1dWoc?si=OiT3kk_Y1nDWXifc,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,狂zip,オリジナル曲,梅とら,〇,浦島坂田船アルバム「RAINBOW」収録曲
2020/12/05,レッドホットクレイジーナイト,－,https://youtu.be/wZ3OhkIq23I?si=ro6CY7PTAQt4MgHp,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,RAHWIA,オリジナル曲,堀江晶太,〇,浦島坂田船アルバム「RAINBOW」収録曲
2020/12/12,I Love...,－,https://youtu.be/QVGGyqn-Iyg?si=QKTeLflueYw6-v_f,うらたぬき,こここなた,https://youtu.be/bt8wNQJaKAk?si=pCIjIlZKwUY9ey6O,Official髭男dism,〇,
2020/12/24,ベノム,－,https://youtu.be/BjwTiWJ8qHY?si=ov3d1vJrrSxqcnfk,うらたぬき,のう,https://youtu.be/oRJBwaZ59fQ?si=jfiGw9TZ0HMVG2-G,かいりきベア,〇,浦島坂田船歌ってみたツアー
2020/12/24,ナイトメリーハッピネス,－,https://youtu.be/7O28Vo-N-k4?si=qPNPcGfCoskxJfSV,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,MACCO,オリジナル曲,かいりきベア,〇,
2020/12/28,Dreamer -5th Anniversary Ver.-,－,https://youtu.be/TUSXZzvR-AY?si=p4UoYuZh4kgWPFdY,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,－,オリジナル曲,Sum,〇,
2021/01/23,うっせぇわ,,https://youtu.be/vSzVyUrrnyQ?si=9w_6EraO3UZfq4ba,,,,,〇,
2021/02/08,最強Drive!!,－,https://youtu.be/xIlkGmeKIpY?si=XYCcom1GNqnn35P8,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,のう,オリジナル曲,Q-MHz,〇,浦島坂田船アルバム「RAINBOW」収録曲
2021/02/12,SWEET TASTE PRESENT,－,https://youtu.be/KtJEZPMpeys?si=eeBRlnQ7vdrMxa7y,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,RAHWIA,オリジナル曲,玉屋2060％（Wienners）,〇,浦島坂田船アルバム「L∞VE」収録曲
2021/02/22,猫,－,https://youtu.be/HR8o8InU3JY?si=HX1TS2StdMLcdr8x,うらたぬき,ここかなた,https://youtu.be/gsT6eKsnT0M?si=BAFHSoNNOfg-SrGF,DISH//,〇,
2021/02/26,返り咲,－,https://youtu.be/H69cb_nR7q0?si=qbhGA2hdjbF3hJ4l,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,MACCO,オリジナル曲,烏屋茶房,〇,
2021/03/05,エンヴィーベイビー,nico.ms/sm38370338,https://youtu.be/mayJUUs2Zk8?si=sbPiN7hoOjJ1s16u,うらたぬき,－,nico.ms/sm38268550,Kanaria,〇,
2021/03/18,Boohoo,－,https://youtu.be/oIG3ne9N-Pg?si=Ek5M2A2CfSIzH9LN,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,八三,オリジナル曲,DECO*27,〇,浦島坂田船アルバム「L∞VE」収録曲
2021/03/26,きっと大丈夫,－,https://youtu.be/WvFbdyDbVgQ?si=T-X0rou5HsIobvYq,うらたぬき,たま,オリジナル曲,針原翼（はりーP）,〇,
2021/03/30,完全燃焼 〜春祭り〜,－,https://youtu.be/rWb2y50HK44?si=LAdtwCUo5zeFABmD,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,狂zip,オリジナル曲,JUON,〇,
2021/05/01,SWEETS DATE,－,https://youtu.be/D51eF1jLyoE?si=36onS-dzBmPed0BV,うらたぬき,たま,オリジナル曲,take4,〇,
2021/05/05,Recipe,－,https://youtu.be/CvtAuMy1zME?si=hzMKmpUXSfGJeTvC,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,はくり,オリジナル曲,ゆよゆっぺ,〇,
2021/05/14,ラヴィト,nico.ms/sm38732654,https://youtu.be/WBT7nO-FUgg?si=VfMw4SOsVHAxkW1N,うらたぬき,－,nico.ms/sm37674814,ピノキオピー,〇,
2021/05/21,フランマ,－,https://youtu.be/ceWH-mZ-RHo?si=ofIT3vkBDgdhJ04d,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,RAHWIA,オリジナル曲,奏音69,〇,浦島坂田船アルバム「L∞VE」収録曲
2021/05/27,ヴァンパイア,－,https://youtu.be/diNupFvAq44?si=uk8vrmXUArAD30hT,浦島坂田船（うらたぬき・志麻・あほの坂田・センラ）,たまごん,https://youtu.be/e1xCOsgWG0M?si=aCwRPjkyIx8ijFPA,DECO*27,〇,
2021/06/02,爆笑,－,https://youtu.be/XMq-mgawYws?si=R63a67CE7rZKPJca,うらたぬき,－,https://youtu.be/KQPpw3dzEks?si=w-tcI6CbFyBTp3UR,syudou,〇,
2021/06/05,グッバイ宣言,nico.ms/sm38840584,https://youtu.be/vI9OnQwiDpA?si=NqRvEbj582_x4Qon,うらたぬき,ナス子,nico.ms/sm36668789,Chinozo,〇,
2021/06/11,ワナビークインビー,－,https://youtu.be/hdNPTJHLLm8?si=1scYJerNUzXY5jH1,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,八三,オリジナル曲,halyosy,〇,浦島坂田船アルバム「L∞VE」収録曲
2021/06/18,世界で一番好きな名前,－,https://youtu.be/Z8Gvk1wY9OM?si=dBzYYEgm7WBg2FQM,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,煮たか,オリジナル曲,HoneyWorks,〇,浦島坂田船アルバム「L∞VE」収録曲
2021/06/20,シンデレラガール,－,https://youtu.be/AIriypgpaCQ?si=LxbQylvBVl1KD7qB,浦島坂田船（うらたぬき・志麻・あほの坂田・センラ）,minato,https://youtu.be/Hx9iZZCrQeE?si=4J9G1lzaCEG3C1m4,King & Prince,〇,
2021/06/21,FAKE STAR,nico.ms/sm38919180,https://youtu.be/o-9B_3jZkrg?si=LrcgQ1dhZ8J5mxN7,うらたぬき・Gom,ヤマコ,オリジナル曲,HoneyWorks,〇,
2021/06/27,おじゃま虫Ⅱ,nico.ms/sm38946534,https://youtu.be/waeNYm73qVE?si=V1pBrMS-_CNImWI4,うらたぬき,－,nico.ms/sm38936794,DECO*27,〇,
2021/07/03,生涯ライバル,－,https://youtu.be/4w-VO23lS3A?si=wZ5cToZeAif0mKbv,うらたぬき・となりの坂田（うらさか）,八三,オリジナル曲,halyosy,〇,浦島坂田船アルバム「L∞VE」収録曲
2021/07/07,シザーナイフ,－,https://youtu.be/xXgdMD7wK8A?si=HfcwceMZLvwGBXAG,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,寺田てら,オリジナル曲,まふまふ,〇,浦島坂田船アルバム「L∞VE」収録曲
2021/07/22,月夜,－,https://youtu.be/guuXeUJZJRo?si=JA8nWOQiJ44kQLLi,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,狂zip,オリジナル曲,SHIROSE from WHITE JAM,〇,浦島坂田船アルバム「L∞VE」収録曲
2021/08/02,ライブラリ・ライブラ,－,https://youtu.be/0-IDk9XqZkE?si=iYAi_1-X-L9Ku18O,うらたぬき,八三・水希,オリジナル曲,ナナホシ管弦楽団,〇,うらたぬきソロアルバム「date.」収録曲
2021/08/09,恋のMAGIC,－,https://youtu.be/Wl-b4bT4d9I?si=HdXL4FQ3T0SqW9uR,うらたぬき,RAHWIA,オリジナル曲,玉屋2060％,〇,
2021/08/12,シンデレラ,nico.ms/sm39170340,https://youtu.be/iKc6d-g6-cM?si=dowdS2p7_jmEsm3w,うらたぬき,May,nico.ms/sm39053581,DECO*27,〇,
2021/08/17,カレシのジュード,nico.ms/sm39195961,https://youtu.be/L-OJhhcVppA?si=XIu8L7vdNBivRqW2,うらたぬき,－,nico.ms/sm39171468,syudou,〇,
2021/09/17,SPICE!,nico.ms/sm39343651,https://youtu.be/k0WakV5G8-Q?si=mjQv8LEybiPSCn00,うらたぬき,夏生,nico.ms/sm2528674,湊 貴大(流星P) / トゥライ様,〇,
2021/10/15,Happy Halloween,－,https://youtu.be/IXAdSEKCDrE?si=pwcE8326SF9W0E0s,浦島坂田船（うらたぬき・志麻・あほの坂田・センラ）,MACCO・八三,https://youtu.be/1DcgczDzQPk?si=tjZF68C2Y1-8bI8U,Junky,〇,
2021/10/16,OHAYO,－,https://youtu.be/ej7nr3190As?si=HXs1t_DW93F6sFbm,うらたぬき,ここかなた,オリジナル曲,ヒロイズム,〇,
2021/10/20,メロ,－,https://youtu.be/4MBe241IfP4?si=d5WdZBUGO_THVf7E,うらたぬき,冥,https://youtu.be/roQxhYTrbJU?si=LuQDhSEWsaFVrAtj,かいりきベア,〇,センラソロアルバム「A la mode」収録曲
2021/10/22,カモフラ,－,https://youtu.be/GsQVY-2Y5ug?si=nN9cd0P7UG3s-yG1,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,RAHWIA,オリジナル曲,ピノキオピー,〇,
2021/10/23,リアルにぶっとばす,nico.ms/sm39521806,https://youtu.be/AXOY1ESYqVk?si=2aLpECeoR5hm6FDQ,うらたぬき,－,nico.ms/sm38352773,ピノキオピー,〇,
2021/11/06,ねぇねぇねぇ。,－,https://youtu.be/wo70SGzZLZc?si=mprC4SGu8Ya5DaVe,うらたぬき・あほの坂田（うらさか）,冥,https://youtu.be/w8yweCungCE?si=yKQEoH0q4IoEY09h,ピノキオピー,〇,
2021/11/12,モザイクロール (Reloaded),－,https://youtu.be/7XVO7iRWtkE?si=70vonBBxJ0joQ9OD,うらたぬき・センラ（裏千家）,たまごん,https://youtu.be/WysuxO4yR04?si=2KGmHozWnbk2Pd9V,DECO*27,〇,
2021/11/20,トンデモワンダーズ,nico.ms/sm39647253,https://youtu.be/TsWHdBqT7bM?si=RbigEpWfc5Eif_fZ,うらたぬき,冥,nico.ms/sm38907008,sasakure.UK,〇,
2021/11/23,阿修羅ちゃん,－,https://youtu.be/xyK0g97zh80?si=a78cMEy-wF98wGLA,うらたぬき,－,https://youtu.be/cyq5-StPISU?si=M7iUIcYbTz54TIny,Ado,〇,
2021/12/03,ニュートンダンス,－,https://youtu.be/m0u-IDOeoV4?si=46K0zFOwJkGpQHnq,うらたぬき・志麻,冥,https://youtu.be/ZnroCM3V7eA?si=sEyNN01Ftrw244Bf,ナユタン星人・Chinozo,〇,
2021/12/10,パンダヒーロー,－,https://youtu.be/H5sPhtGE1fU?si=IGl_iHMd87Wkduh1,浦島坂田船（うらたぬき・志麻・あほの坂田・センラ）,スオウ,https://youtu.be/0RU_05zpETo?si=QDYWDclnu-kDyShr,ハチ,〇,
2021/12/11,エリート,nico.ms/sm39739941,https://youtu.be/zK1SLrFqYXQ?si=JiCdsuh-bOVPORgy,うらたぬき,冥,nico.ms/sm39570961,Chinozo,〇,
